款,項,目,節,説明,R6,R7
,,,旅費,費用弁償 2123000、普通旅費 50000、特別旅費 65000,,2238000
,,,需用費,消耗品費 5019000、印刷製本費 2084000,,7103000
,,,役務費,通信運搬費 5290000、手数料 17000,,5307000
,,,委託料,,,117970000
,,,使用料及び賃借料,,,36145000
,,,負担金、補助及び交付金,負担金 4862000,,4862000
,選挙費,,,,192810000,44707000
,,選挙管理委員会費,,,46542000,44173000
,,,報酬,,,2488000
,,,,選挙管理委員（人数 4）,,2488000
,,,給料,,,21115000
,,,,一般職（人数 5）,,41081000
,,,職員手当等,管理職手当 797000、扶養手当 419000、地域手当 643000、住居手当 382000、通勤手当 505000、時間外勤務手当 858000、休日勤務手当 50000、期末手当 4921000、勤勉手当 4021000,,12596000
,,,共済費,,,7370000
,,,旅費,費用弁償 43000、普通旅費 5000、特別旅費 48000,,96000
,,,需用費,消耗品費 99000、印刷製本費 84000,,183000
,,,役務費,通信運搬費 17000,,17000
,,,負担金、補助及び交付金,負担金 308000,,308000
,,常時啓発費,,,504000,534000
,,,報償費,,,80000
,,,旅費,費用弁償 4000、特別旅費 2000,,6000
,,,需用費,消耗品費 10000、食糧費 10000、印刷製本費 165000,,185000
,,,役務費,通信運搬費 208000,,208000
,,,負担金、補助及び交付金,負担金 55000,,55000
,統計調査費,,,,32093000,36416000
,,統計調査総務費,,,32093000,36416000
,,,報酬,統計調査員等 8147000、パートタイム会計年度任用職員 1507000,,9551000
,,,給料,,,12916000
,,,,一般職（人数 3）,,25166000
,,,職員手当等,扶養手当 857000、地域手当 411000、住居手当 46000、通勤手当 329000、時間外勤務手当 635000、休日勤務手当 50000、期末手当 3117000、勤勉手当 2435000,,7880000
,,,共済費,,,4370000
,,,報償費,,,777000
,,,旅費,費用弁償 103000、普通旅費 45000、特別旅費 9000,,157000
,,,需用費,消耗品費 297000、食糧費 39000、印刷製本費 55000,,391000
,,,役務費,通信運搬費 253000、筆耕翻訳料 4000,,257000
,,,負担金、補助及び交付金,負担金 37000、補助金 80000,,117000
,監査委員費,,,,57647000,66434000
,,監査委員費,,,57647000,66434000
,,,報酬,,,2220000
,,,,監査委員（人数 3）,,13626000
,,,給料,,,33357000
,,,,一般職（人数 6）,,51927000
,,,職員手当等,管理職手当 797000、扶養手当 519000、地域手当 839000、住居手当 92000、通勤手当 656000、時間外勤務手当 1461000、休日勤務手当 50000、期末手当 9229000、勤勉手当 5128000,,18771000
,,,共済費,,,11205000
,,,旅費,費用弁償 9000、普通旅費 3000、特別旅費 182000,,194000
,,,需用費,消耗品費 217000、印刷製本費 80000,,297000
,,,役務費,手数料 3000,,3000
,,,委託料,,,216000
,,,負担金、補助及び交付金,負担金 171000,,171000
民生費,,,,,0,37723107000
,社会福祉費,,,,5657957000,37723107000
,,社会福祉総務費,,,160270000,984592000
,,国民年金費,,,2680000,39246000
,,国民健康保険費,,,1483000,1445090000
,,後期高齢者医療費,,,286901000,3189029000
,老人福祉費,,,,29302000,3773176000
,,高齢者対策費,,,3230000,82996000
,,要援護高齢者対策費,,,208205000,565885000
,,介護保険費,,,0,3124295000
,児童福祉費,,,,136748000,15488035000
,,子ども子育て支援費,,,51763000,841429000
,,こども家庭費,,,70494000,277080000
,,ひとり親家庭等対策費,,,0,92094000
,,児童手当費,,,359227000,3932957000
,,児童扶養手当費,,,0,860592000
,,こども医療費,,,63855000,1103388000
,,保育園費,,,156705000,3000349000
,,保育園振興費,,,363503000,5380146000
,障害者福祉費,,,,605155000,8959779000
,,障害者福祉総務費,,,3630000,8874000
,,障害者医療手当給付費,,,0,629127000
,,障害者自立支援費,,,649249000,7652261000
,,障害者援護事業費,,,1312000,57648000
,,障害者就労支援施設費,,,0,16558000
,,障害児入所施設費,,,0,255918000
,,こども発達センター費,,,0,339393000
,生活保護費,,,,226989000,3843652000
,,生活保護総務費,,,12070000,269839000
,,扶助費,,,103001000,3573813000
,災害救助費,,,,0,508000
,,災害救助費,,,0,508000
衛生費,,,,,,
,保健衛生費,,,,,9518662000
,,保健衛生総務費,,,779737000,814040000
,,,報酬,,,8146000
,,,給料,,,206142000
,,,職員手当等,,,121736000
,,,共済費,,,71446000
,,,報償費,,,56000
,,,旅費,,,573000
,,,需用費,,,12487000
,,,役務費,,,509000
,,,委託料,,,335343000
,,,使用料及び賃借料,,,10522000
,,,工事請負費,,,23000000
,,,備品購入費,,,1631000
,,,負担金、補助及び交付金,,,21849000
,,,貸付金,,,600000
,,予防接種費,,,864230000,777358000
,,,報酬,,,9275000
,,,職員手当等,,,646000
,,,共済費,,,605000
,,,報償費,,,20000
,,,旅費,,,574000
,,,需用費,,,9646000
,,,役務費,,,4503000
,,,委託料,,,747306000
,,,負担金、補助及び交付金,,,4782000
,,,償還金、利子及び割引料,,,1000
,,動物愛護管理費,,,13548000,10637000
,,,報酬,,,2311000
,,,職員手当等,,,522000
,,,共済費,,,479000
,,,旅費,,,151000
,,,需用費,,,613000
,,,役務費,,,2627000
,,,委託料,,,136000
,,,負担金、補助及び交付金,,,3798000
,,保健活動費,,,537259000,540225000
,,,報酬,,,15906000
,,,職員手当等,,,713000
,,,共済費,,,433000
,,,報償費,,,2595000
,,,旅費,,,1226000
,,,需用費,,,9231000
,,,役務費,,,16315000
,,,委託料,,,441039000
,,,使用料及び賃借料,,,1021000
,,,備品購入費,,,457000
,,,負担金、補助及び交付金,,,51157000
,,,扶助費,,,130000
,,,償還金、利子及び割引料,,,2000
,,健康ふじ２１推進費,,,14633000,16136000
,,,報酬,,,354000
,,,報償費,,,853000
,,,旅費,,,85000
,,,需用費,,,2002000
,,,役務費,,,1462000
,,,委託料,,,11323000
,,,備品購入費,,,6000
,,,負担金、補助及び交付金,,,51000
,,指定難病等対策費,,,29198000,31913000
,,,需用費,,,101000
,,,委託料,,,2767000
,,,負担金、補助及び交付金,,,1130000
,,,扶助費,,,27915000
,,環境衛生費,,,55530000,10588000
,,,報酬,,,2224000
,,,職員手当等,,,501000
,,,共済費,,,475000
,,,旅費,,,141000
,,,需用費,,,3742000
,,,委託料,,,1034000
,,,負担金、補助及び交付金,,,2471000
,,森林墓園費,,,32858000,29954000
,,,報酬,,,5726000
,,,職員手当等,,,1146000
,,,共済費,,,1232000
,,,旅費,,,440000
,,,需用費,,,7122000
,,,役務費,,,600000
,,,委託料,,,12488000
,,,使用料及び賃借料,,,950000
,,,償還金、利子及び割引料,,,250000
,,斎場費,,,113712000,121283000
,,,報酬,,,26614000
,,,給料,,,3795000
,,,職員手当等,,,6920000
,,,共済費,,,6397000
,,,旅費,,,757000
,,,需用費,,,47788000
,,,役務費,,,99000
,,,委託料,,,27785000
,,,使用料及び賃借料,,,1128000
,,フィランセ費,,,131014000,131153000
,,,報酬,,,4452000
,,,職員手当等,,,1003000
,,,共済費,,,924000
,,,旅費,,,219000
,,,需用費,,,19120000
,,,役務費,,,3682000
,,,委託料,,,80310000
,,,使用料及び賃借料,,,21439000
,,,負担金、補助及び交付金,,,4000
,,看護専門学校費,,,205247000,220725000
,,,報酬,,,4230000
,,,給料,,,81231000
,,,職員手当等,,,51548000
,,,共済費,,,28434000
,,,報償費,,,10241000
,,,旅費,,,1697000
,,,需用費,,,13037000
,,,役務費,,,571000
,,,委託料,,,14394000
,,,使用料及び賃借料,,,12942000
,,,備品購入費,,,1900000
,,,負担金、補助及び交付金,,,500000
,清掃費,,,,,3353784000
,,清掃総務費,,,610821000,591947000
,,,報酬,,,393000
,,,給料,,,222071000
,,,職員手当等,,,141996000
,,,共済費,,,77032000
,,,報償費,,,1050000
,,,旅費,,,312000
,,,需用費,,,5389000
,,,役務費,,,217000
,,,委託料,,,141056000
,,,使用料及び賃借料,,,632000
,,,工事請負費,,,1463000
,,,備品購入費,,,32000
,,,負担金、補助及び交付金,,,304000
,,塵芥処理費,,,1757619000,1850755000
,,,報酬,,,22858000
,,,職員手当等,,,4405000
,,,共済費,,,4632000
,,,報償費,,,3759000
,,,旅費,,,1559000
,,,需用費,,,22564000
,,,役務費,,,2954000
,,,委託料,,,1774027000
,,,使用料及び賃借料,,,4944000
,,,備品購入費,,,3250000
,,,負担金、補助及び交付金,,,3335000
,,,積立金,,,1164000
,,,公課費,,,1304000
,,生活排水処理費,,,804736000,845809000
,,,報酬,,,8991000
,,,給料,,,29398000
,,,職員手当等,,,21634000
,,,共済費,,,11745000
,,,旅費,,,1024000
,,,需用費,,,131743000
,,,役務費,,,28695000
,,,委託料,,,295008000
,,,使用料及び賃借料,,,13000
,,,工事請負費,,,35866000
,,,備品購入費,,,2288000
,,,負担金、補助及び交付金,,,279404000
,,新環境クリーンセンター循環啓発棟費,,,66357000,65273000
,,,委託料,,,65273000
,,新環境クリーンセンター建設事業費,,,405771000,0
,環境対策費,,,,,1219419000
,,環境政策費,,,261346000,676081000
,,,報酬,,,5791000
,,,給料,,,123636000
,,,職員手当等,,,74395000
,,,共済費,,,43807000
,,,報償費,,,3204000
,,,旅費,,,603000
,,,需用費,,,1954000
,,,役務費,,,604000
,,,委託料,,,13070000
,,,工事請負費,,,180000
,,,公有財産購入費,,,316499000
,,,備品購入費,,,94000
,,,負担金、補助及び交付金,,,90821000
,,,償還金、利子及び割引料,,,1420000
,,,積立金,,,3000
,,環境保全費,,,57184000,61047000
,,,旅費,,,175000
,,,需用費,,,3989000
,,,役務費,,,1150000
,,,委託料,,,47562000
,,,使用料及び賃借料,,,2561000
,,,備品購入費,,,3949000
,,,負担金、補助及び交付金,,,1661000
,,自然保護費,,,10825000,13631000
,,,報酬,,,2272000
,,,職員手当等,,,452000
,,,共済費,,,432000
,,,旅費,,,25000
,,,需用費,,,760000
,,,役務費,,,370000
,,,委託料,,,6525000
,,,使用料及び賃借料,,,534000
,,,備品購入費,,,33000
,,,負担金、補助及び交付金,,,2228000
,,公害病補償給付費,,,474374000,465506000
,,,報酬,,,2952000
,,,給料,,,12306000
,,,職員手当等,,,7258000
,,,共済費,,,4051000
,,,報償費,,,21000
,,,旅費,,,154000
,,,需用費,,,503000
,,,役務費,,,11128000
,,,委託料,,,1115000
,,,負担金、補助及び交付金,,,6000
,,,扶助費,,,422000
,,,補償、補填及び賠償金,,,425589000
,,,償還金、利子及び割引料,,,1000
,,健康被害予防事業費,,,3072000,3154000
,,,報償費,,,100000
,,,旅費,,,24000
,,,需用費,,,173000
,,,役務費,,,328000
,,,委託料,,,2236000
,,,使用料及び賃借料,,,293000
,病院費,,,,,2233070000
,,病院事業費,,,2184640000,2233070000
,,,負担金、補助及び交付金,,,1928944000
,,,積立金,,,304126000
,上水道費,,,,,8377000
,,上水道事業費,,,7919000,8377000
,,,負担金、補助及び交付金,,,8377000
労働費,,,,,,
,労働費,,,,272120000,272120000
,,労政費,,,107952000,111568000
,,,報酬,,,1072000
,,,給料,,,18507000
,,,職員手当等,,,11650000
,,,共済費,,,6065000
,,,報償費,,,389000
,,,旅費,,,125000
,,,需用費,,,536000
,,,役務費,,,2000
,,,委託料,,,11265000
,,,負担金、補助及び交付金,,,61957000
,,勤労者総合福祉センター費,,,81735000,132864000
,,,需用費,,,2173000
,,,委託料,,,14270000
,,,使用料及び賃借料,,,21000
,,,工事請負費,,,116400000
,,高齢者就業費,,,27774000,27688000
,,,需用費,,,1742000
,,,委託料,,,2942000
,,,使用料及び賃借料,,,4000
,,,負担金、補助及び交付金,,,23000000
農林水産業費,,,,,,
,農業費,,,,978051000,555203000
,,農業委員会費,,,47017000,45945000
,,,報酬,,,11927000
,,,給料,,,17254000
,,,職員手当等,,,8941000
,,,共済費,,,5641000
,,,報償費,,,10000
,,,旅費,,,118000
,,,需用費,,,780000
,,,役務費,,,51000
,,,委託料,,,308000
,,,負担金、補助及び交付金,,,915000
,,農業総務費,,,103168000,105307000
,,,報酬,,,2778000
,,,給料,,,51261000
,,,職員手当等,,,32534000
,,,共済費,,,18512000
,,,旅費,,,162000
,,,需用費,,,60000
,,農業振興費,,,60780000,53981000
,,,報酬,,,5389000
,,,職員手当等,,,1223000
,,,共済費,,,1163000
,,,報償費,,,262000
,,,旅費,,,519000
,,,需用費,,,597000
,,,役務費,,,672000
,,,委託料,,,13961000
,,,使用料及び賃借料,,,469000
,,,負担金、補助及び交付金,,,29726000
,,,積立金,,,1873000
,,畜産業費,,,98000,81000
,,,旅費,,,10000
,,,需用費,,,21000
,,,負担金、補助及び交付金,,,50000
,,土地改良費,,,208738000,255222000
,,,給料,,,16655000
,,,職員手当等,,,10632000
,,,共済費,,,5379000
,,,旅費,,,42000
,,,需用費,,,182000
,,,委託料,,,500000
,,,工事請負費,,,37100000
,,,公有財産購入費,,,4468000
,,,負担金、補助及び交付金,,,180255000
,,,積立金,,,9000
,,農業施設管理費,,,114106000,94667000
,,,旅費,,,62000
,,,需用費,,,28748000
,,,役務費,,,1135000
,,,委託料,,,15577000
,,,工事請負費,,,48300000
,,,原材料費,,,550000
,,,公有財産購入費,,,250000
,,,負担金、補助及び交付金,,,45000
,林業費,,,,440172000,419903000
,,林業総務費,,,53293000,55951000
,,,給料,,,26099000
,,,職員手当等,,,18199000
,,,共済費,,,8800000
,,,報償費,,,360000
,,,旅費,,,104000
,,,需用費,,,22000
,,,委託料,,,43000
,,,原材料費,,,91000
,,,負担金、補助及び交付金,,,2233000
,,林業振興費,,,188878000,191936000
,,,報酬,,,2454000
,,,職員手当等,,,564000
,,,共済費,,,487000
,,,報償費,,,56000
,,,旅費,,,323000
,,,需用費,,,920000
,,,役務費,,,1669000
,,,委託料,,,64655000
,,,使用料及び賃借料,,,207000
,,,原材料費,,,1468000
,,,負担金、補助及び交付金,,,40994000
,,,積立金,,,78139000
,,林道維持修繕費,,,59855000,36251000
,,,旅費,,,12000
,,,委託料,,,22000000
,,,工事請負費,,,13035000
,,,原材料費,,,1203000
,,,負担金、補助及び交付金,,,1000
,,林業施設整備費,,,100632000,94373000
,,,給料,,,8580000
,,,職員手当等,,,6108000
,,,共済費,,,2994000
,,,旅費,,,107000
,,,需用費,,,1190000
,,,委託料,,,5000000
,,,工事請負費,,,50980000
,,,負担金、補助及び交付金,,,19414000
,,保健休養林費,,,37514000,41392000
,,,旅費,,,42000
,,,需用費,,,1931000
,,,役務費,,,264000
,,,委託料,,,13400000
,,,工事請負費,,,25705000
,,,負担金、補助及び交付金,,,50000
,水産業費,,,,3037000,2945000
,,水産業振興費,,,3037000,2945000
,,,旅費,,,16000
,,,需用費,,,188000
,,,委託料,,,1281000
,,,負担金、補助及び交付金,,,1460000
商工費,,,,,,
,商工費,,,,2966453000,3384221000
,,産業政策総務費,,,340557000,379367000
,,,報酬,,,4385000
,,,給料,,,176482000
,,,職員手当等,,,130760000
,,,共済費,,,66086000
,,,旅費,,,674000
,,,需用費,,,968000
,,産業政策推進費,,,1941745000,2339047000
,,,旅費,,,1199000
,,,需用費,,,2756000
,,,役務費,,,385065000
,,,委託料,,,1347080000
,,,使用料及び賃借料,,,1326000
,,,負担金、補助及び交付金,,,601621000
,,産業支援費,,,326000000,305968000
,,,報酬,,,2622000
,,,職員手当等,,,454000
,,,共済費,,,432000
,,,報償費,,,767000
,,,旅費,,,1094000
,,,需用費,,,848000
,,,役務費,,,350000
,,,委託料,,,71750000
,,,使用料及び賃借料,,,2209000
,,,貸付金,,,7000000
,,,負担金、補助及び交付金,,,218442000
,,工業振興費,,,27022000,49141000
,,,報償費,,,2012000
,,,旅費,,,998000
,,,需用費,,,438000
,,,役務費,,,156000
,,,委託料,,,28989000
,,,使用料及び賃借料,,,317000
,,,負担金、補助及び交付金,,,16231000
,,商業振興費,,,52135000,38156000
,,,報償費,,,40000
,,,旅費,,,11000
,,,需用費,,,15105000
,,,委託料,,,6181000
,,,使用料及び賃借料,,,245000
,,,備品購入費,,,204000
,,,負担金、補助及び交付金,,,16370000
,,交流観光費,,,252044000,253186000
,,,報酬,,,3659000
,,,職員手当等,,,746000
,,,共済費,,,656000
,,,報償費,,,2993000
,,,旅費,,,1561000
,,,需用費,,,17834000
,,,役務費,,,1151000
,,,委託料,,,76209000
,,,使用料及び賃借料,,,4757000
,,,工事請負費,,,5261000
,,,備品購入費,,,30000
,,,負担金、補助及び交付金,,,135982000
,,,積立金,,,2347000
,,計量費,,,1506000,1507000
,,,報償費,,,10000
,,,旅費,,,58000
,,,需用費,,,4000
,,,委託料,,,1383000
,,,使用料及び賃借料,,,34000
,,,負担金、補助及び交付金,,,18000
,,新富士駅施設費,,,5879000,6471000
,,,需用費,,,3758000
,,,委託料,,,2713000
,,富士川楽座施設費,,,20969000,11378000
,,,旅費,,,84000
,,,需用費,,,2000000
,,,委託料,,,3905000
,,,使用料及び賃借料,,,5136000
,,,工事請負費,,,253000
土木費,,,,,,
,土木管理費,,,,,
,,土木総務費,,,,
,,,報酬,,,6858000
,,,給料,,,167709000
,,,職員手当等,,,109586000
,,,共済費,,,60459000
,,,報償費,,,40000
,,,旅費,,,993000
,,,需用費,,,1555000
,,,役務費,,,2080000
,,,委託料,,,82827000
,,,使用料及び賃借料,,,15000
,,,備品購入費,,,25000
,,,負担金、補助及び交付金,,,1203000
,,施設建築費,,,,
,,,旅費,,,266000
,,,需用費,,,645000
,,,役務費,,,594000
,,,使用料及び賃借料,,,596000
,,,備品購入費,,,54000
,,,負担金、補助及び交付金,,,389000
,,急傾斜地崩壊対策費,,,,
,,,工事請負費,,,1800000
,,,負担金、補助及び交付金,,,15000000
,道路橋梁費,,,,,
,,道路橋梁総務費,,,,
,,,報酬,,,9309000
,,,給料,,,76799000
,,,職員手当等,,,46849000
,,,共済費,,,27180000
,,,旅費,,,632000
,,,需用費,,,237000
,,,役務費,,,403000
,,,使用料及び賃借料,,,8433000
,,,負担金、補助及び交付金,,,1064000
,,,補償、補填及び賠償金,,,2000000
,,道路維持費,,,,
,,,旅費,,,40000
,,,需用費,,,74845000
,,,役務費,,,211000
,,,委託料,,,191671000
,,,使用料及び賃借料,,,8922000
,,,工事請負費,,,803476000
,,,原材料費,,,9245000
,,,公有財産購入費,,,1000000
,,,備品購入費,,,4153000
,,,補償、補填及び賠償金,,,1500000
,,,公課費,,,48000
,,幹線道路整備費,,,,
,,,給料,,,22519000
,,,職員手当等,,,14826000
,,,共済費,,,7481000
,,,旅費,,,176000
,,,需用費,,,1149000
,,,委託料,,,25370000
,,,工事請負費,,,280800000
,,,負担金、補助及び交付金,,,17220000
,,,補償、補填及び賠償金,,,500000
,,生活道路整備費,,,,
,,,給料,,,27783000
,,,職員手当等,,,19300000
,,,共済費,,,9233000
,,,旅費,,,151000
,,,需用費,,,510000
,,,委託料,,,6100000
,,,工事請負費,,,154100000
,,,公有財産購入費,,,1000000
,,,補償、補填及び賠償金,,,8100000
,,橋梁維持費,,,,
,,,報酬,,,4875000
,,,職員手当等,,,1118000
,,,共済費,,,1006000
,,,旅費,,,359000
,,,需用費,,,26000
,,,委託料,,,90700000
,,,工事請負費,,,152500000
,,,原材料費,,,500000
,,,備品購入費,,,31000
,,,負担金、補助及び交付金,,,13000
,,,補償、補填及び賠償金,,,1000000
,,橋梁新設改良費,,,,
,,,工事請負費,,,43300000
,,,負担金、補助及び交付金,,,89000000
,,,補償、補填及び賠償金,,,1700000
,河川費,,,,,
,,河川総務費,,,,
,,,報酬,,,4646000
,,,給料,,,43772000
,,,職員手当等,,,29538000
,,,共済費,,,16316000
,,,報償費,,,310000
,,,旅費,,,402000
,,,需用費,,,241000
,,,役務費,,,755000
,,,委託料,,,1000000
,,,使用料及び賃借料,,,677000
,,,負担金、補助及び交付金,,,5829000
,,河川維持費,,,,
,,,報償費,,,574000
,,,需用費,,,20387000
,,,役務費,,,6389000
,,,委託料,,,47847000
,,,使用料及び賃借料,,,5670000
,,,工事請負費,,,245150000
,,,原材料費,,,500000
,,,補償、補填及び賠償金,,,500000
,,河川改良費,,,,
,,,給料,,,38713000
,,,職員手当等,,,25304000
,,,共済費,,,13551000
,,,旅費,,,407000
,,,需用費,,,1250000
,,,役務費,,,1400000
,,,委託料,,,54500000
,,,工事請負費,,,306800000
,,,備品購入費,,,20000000
,,,負担金、補助及び交付金,,,17000000
,,,補償、補填及び賠償金,,,13474000
,,都市下水路費,,,,
,,,需用費,,,23000
,,,役務費,,,62000
,,,委託料,,,904000
,,,工事請負費,,,2000000
,港湾費,,,,,
,,港湾整備費,,,,
,,,報償費,,,900000
,,,旅費,,,477000
,,,需用費,,,13000
,,,委託料,,,30900000
,,,使用料及び賃借料,,,298000
,,,負担金、補助及び交付金,,,172955000
,都市計画費,,,,,
,,都市計画総務費,,,,
,,,報酬,,,2167000
,,,給料,,,138720000
,,,職員手当等,,,92631000
,,,共済費,,,48182000
,,,旅費,,,262000
,,,需用費,,,1729000
,,,委託料,,,15103000
,,,使用料及び賃借料,,,844000
,,,備品購入費,,,39000
,,,負担金、補助及び交付金,,,468000
,,まちづくり計画事業費,,,,
,,,報酬,,,460000
,,,報償費,,,440000
,,,旅費,,,707000
,,,需用費,,,1076000
,,,委託料,,,120913000
,,,負担金、補助及び交付金,,,263798000
,,街路事業費,,,,
,,,報酬,,,5465000
,,,給料,,,51151000
,,,職員手当等,,,31117000
,,,共済費,,,17914000
,,,旅費,,,390000
,,,需用費,,,610000
,,,役務費,,,2300000
,,,委託料,,,63500000
,,,使用料及び賃借料,,,130000
,,,工事請負費,,,412000000
,,,公有財産購入費,,,250100000
,,,備品購入費,,,35000
,,,負担金、補助及び交付金,,,21592000
,,,補償、補填及び賠償金,,,16000000
,,市街地整備費,,,,
,,,報酬,,,1947000
,,,給料,,,45958000
,,,職員手当等,,,27540000
,,,共済費,,,16316000
,,,旅費,,,875000
,,,需用費,,,874000
,,,役務費,,,583000
,,,委託料,,,117992000
,,,工事請負費,,,18500000
,,,負担金、補助及び交付金,,,1993333000
,,,補償、補填及び賠償金,,,314900000
,,,繰出金,,,590046000
,,建築指導費,,,,
,,,報酬,,,6440000
,,,職員手当等,,,1382000
,,,共済費,,,1291000
,,,旅費,,,636000
,,,需用費,,,1066000
,,,役務費,,,187000
,,,委託料,,,52257000
,,,使用料及び賃借料,,,1437000
,,,工事請負費,,,52080000
,,,原材料費,,,1000000
,,,負担金、補助及び交付金,,,167855000
,,,補償、補填及び賠償金,,,3374000
,,土地対策費,,,,
,,,報酬,,,2905000
,,,職員手当等,,,582000
,,,共済費,,,559000
,,,旅費,,,390000
,,,需用費,,,599000
,,,役務費,,,87000
,,,委託料,,,2778000
,,,備品購入費,,,132000
,,,負担金、補助及び交付金,,,589000
,公園費,,,,,
,,公園整備費,,,,
,,,給料,,,76872000
,,,職員手当等,,,48007000
,,,共済費,,,25729000
,,,報償費,,,333000
,,,旅費,,,120000
,,,需用費,,,1065000
,,,役務費,,,56000
,,,委託料,,,39059000
,,,工事請負費,,,339000000
,,,公有財産購入費,,,82922000
,,,負担金、補助及び交付金,,,177000
,,,補償、補填及び賠償金,,,2500000
,,公園維持修繕費,,,,
,,,報酬,,,4858000
,,,職員手当等,,,1114000
,,,共済費,,,1039000
,,,報償費,,,8943000
,,,旅費,,,312000
,,,需用費,,,25634000
,,,役務費,,,1477000
,,,委託料,,,455447000
,,,使用料及び賃借料,,,12824000
,,,工事請負費,,,47318000
,,,原材料費,,,1200000
,,,備品購入費,,,100000
,,,負担金、補助及び交付金,,,661000
,,緑化推進費,,,,
,,,報酬,,,696000
,,,報償費,,,21000
,,,旅費,,,125000
,,,需用費,,,8526000
,,,委託料,,,25970000
,,,工事請負費,,,800000
,,,原材料費,,,150000
,,,負担金、補助及び交付金,,,4905000
,下水道費,,,,,
,,下水道事業費,,,,
,,,負担金、補助及び交付金,,,1786485000
,,,投資及び出資金,,,5590000
,住宅費,,,,,
,,住宅管理費,,,,
,,,給料,,,43185000
,,,職員手当等,,,29160000
,,,共済費,,,14797000
,,,旅費,,,165000
,,,需用費,,,19511000
,,,役務費,,,1304000
,,,委託料,,,191727000
,,,使用料及び賃借料,,,66000
,,,工事請負費,,,60600000
,,,負担金、補助及び交付金,,,1011000
,,,補償、補填及び賠償金,,,4809000
,,住宅政策費,,,,
,,,報酬,,,2363000
,,,職員手当等,,,472000
,,,共済費,,,410000
,,,報償費,,,30000
,,,旅費,,,124000
,,,需用費,,,121000
,,,役務費,,,3018000
,,,委託料,,,1313000
,,,工事請負費,,,200000
,,,負担金、補助及び交付金,,,31898000
消防費,,,,,,3781176000
,消防費,,,,,3781176000
,,常備消防費,,,2866457000,3022485000
,,非常備消防費,,,153857000,167333000
,,消防施設費,,,195051000,410009000
,,,公課費,,,827000
,,水防費,,,22681000,15835000
,,防災費,,,205683000,165514000
教育費,,,,,,
,教育総務費,,,,1181959000,1302599000
,,教育委員会費,,,4336000,5486000
,,事務局費,,,794585000,888546000
,,学校教育指導費,,,199461000,210131000
,,特別支援教育指導費,,,157100000,171585000
,,育英奨学費,,,10098000,10118000
,,教育プラザ費,,,16379000,16733000
,小学校費,,,,2215443000,1754884000
,,小学校管理費,,,762208000,836508000
,,小学校教育振興費,,,339299000,336946000
,,小学校建設費,,,1113936000,581430000
,中学校費,,,,1374822000,1666287000
,,中学校管理費,,,471576000,537052000
,,中学校教育振興費,,,221263000,221904000
,,中学校建設費,,,681983000,907331000
,高等学校費,,,,895957000,1102580000
,,高等学校総務費,,,895957000,1102580000
,幼稚園費,,,,1131838000,1065999000
,,幼稚園管理費,,,367870000,380392000
,,幼稚園教育振興費,,,763968000,685607000
,社会教育費,,,,1863754000,1928450000
,,社会教育総務費,,,155015000,156458000
,,生涯学習費,,,41688000,45678000
,,青少年教育費,,,17759000,19957000
,,青少年対策費,,,50735000,51624000
,,少年自然の家費,,,51417000,51254000
,,文化振興費,,,115015000,117422000
,,文化会館費,,,683161000,680625000
,,文化財保護費,,,46835000,111533000
,,文化財発掘調査費,,,60546000,63790000
,,博物館費,,,99252000,94740000
,,図書館費,,,542331000,535369000
,体育保健費,,,,4874297000,8195382000
,,体育振興費,,,63528000,84645000
,,体育施設費,,,524657000,841640000
,,総合体育館費,,,1858300000,4670659000
,,保健費,,,135431000,136076000
,,学校給食費,,,2292381000,2462362000
災害復旧費,,,,,,
,農林水産業施設災害復旧費,,,,0,6000000
,,農業施設災害復旧費,,,0,2000000
,,林業施設災害復旧費,,,0,4000000
,土木施設災害復旧費,,,,52000000,46000000
,,土木管理施設災害復旧費,,,20000000,36000000
,,道路橋梁災害復旧費,,,6000000,6000000
,,河川災害復旧費,,,4000000,4000000
公債費,,,,,6939144000,7242167000
,公債費,,,,6939144000,7242167000
,,元金,,,6706662000,6976323000
,,,償還金、利子及び割引料,,,6976323000
,,利子,,,232370000,265732000
,,,償還金、利子及び割引料,,,265732000
,,公債諸費,,,112000,112000
,,,旅費,,,13000
,,,需用費,,,11000
,,,委託料,,,88000
諸支出金,,,,,,
,普通財産取得費,,,,100000,100000
,,土地取得費,,,0,100000
,,,公有財産購入費,,,100000
予備費,,,,,,100000000
,予備費,,,,,100000000
,,予備費,,,100000000,100000000
